Product Name,Brand,Category Type,MRP (Maximum Retail Price),Discounted Price / Sale Price,Rating,Number of Reviews,Product URL
Women Bodycon Black Ankle Length Dress,Ziva Fashion,Bodycon,2299,498,3.9,12,https://www.flipkart.com/ziva-fashion-women-bodycon-black-maxi-full-length-dress/p/itma67db26e0187d
Women Fit and Flare Black Midi/Calf Length Dress,Winered,Midi,2199,713,4,13,https://www.flipkart.com/winered-women-fit-flare-black-midi-calf-length-dress/p/itm28d1b51d99c79
Women Fit and Flare Blue Maxi/Full Length Dress,Fashion wear,Maxi,2499,480,3.8,14,https://www.flipkart.com/fashion2wear-women-fit-flare-blue-maxi-full-length-dress/p/itmd7eeb84f71cf8
Women Ruffled Multicolor Maxi/Full Length Dress,Oomph,Maxi,2330,492,4,2272,https://www.flipkart.com/oomph-women-ruffled-multicolor-maxi-full-length-dress/p/itm35678996c497f
Women Fit and Flare Yellow Maxi/Full Length Dress,Aayu,Maxi,1999,494,4,1404,https://www.flipkart.com/aayu-women-fit-flare-yellow-maxi-full-length-dress/p/itmdd4179e60fc76
Women A-line Multicolor Midi/Calf Length Dress,Pehnava Point,Midi,1299,348,3.8,19,https://www.flipkart.com/pehnava-point-women-a-line-multicolor-midi-calf-length-dress/p/itm576cfaec7dce3
Women A-line White Knee Length Dress,Rapl Bharat,A-line,1199,212,4,145,https://www.flipkart.com/rapl-bharat-women-a-line-white-knee-length-dress/p/itmdb23f46651b46
Women Gown Dark Blue Ankle Length Dress,Fashion Cloud,Gown,2100,395,4,709,https://www.flipkart.com/fashion-cloud-women-gown-dark-blue-ankle-length-dress/p/itm5c0884001606e
"Women Fit and Flare Green, Multicolor Maxi/Full Length Dress",Aayu,Maxi,2599,495,4.1,57,https://www.flipkart.com/aayu-women-fit-flare-green-multicolor-maxi-full-length-dress/p/itm0b247af987e1a
Women Fit and Flare Multicolor Below Knee Dress,Manojava,Fit and Flare,1899,495,4,279,https://www.flipkart.com/manojava-women-fit-flare-multicolor-below-knee-dress/p/itm0c237a9e1c8f6
Women Fit and Flare Maroon Maxi/Full Length Dress,Luxestyle,Maxi,1299,279,2.8,7,https://www.flipkart.com/kaircollection-women-fit-flare-maroon-maxi-full-length-dress/p/itm2a248b2fe52a0
Women Fit and Flare Multicolor Midi/Calf Length Dress,Aayu,Midi,2599,695,4,45,https://www.flipkart.com/aayu-women-fit-flare-multicolor-midi-calf-length-dress/p/itm918434426fa69
"Women Fit and Flare White, Dark Blue Midi/Calf Length Dress",Kotty,Midi,1999,442,3.9,39,https://www.flipkart.com/kotty-women-fit-flare-white-dark-blue-midi-calf-length-dress/p/itmece7fc60a78a2
"Women Skater Black, White Maxi/Full Length Dress",Tokyo Talkies,Maxi,1599,599,4.3,166,https://www.flipkart.com/tokyo-talkies-women-skater-black-white-maxi-full-length-dress/p/itmadce7a86fb1d5
Women A-line Blue Ankle Length Dress,Aditya Llection,A-line,1599,341,3.8,11,https://www.flipkart.com/aditya-collection-women-a-line-blue-ankle-length-dress/p/itm7f6d2891e48e9
Women Fit and Flare Purple Maxi/Full Length Dress,Tilton,Maxi,4999,433,3.7,98,https://www.flipkart.com/tilton-women-fit-flare-purple-maxi-full-length-dress/p/itm45b312df6cf01
Women Fit and Flare Blue Midi/Calf Length Dress,Janasya,Midi,2599,599,4,49,https://www.flipkart.com/janasya-women-fit-flare-blue-midi-calf-length-dress/p/itm2b5e95dd6193c
Women Maxi Blue Full Length Dress,Modli  Fashion,Maxi,1299,288,3.8,102,https://www.flipkart.com/modli-20-fashion-women-maxi-blue-full-length-dress/p/itm950665c5b6975
Women Fit and Flare Red Midi/Calf Length Dress,Rare,Midi,1999,413,3.6,54,https://www.flipkart.com/rare-fashion-women-fit-flare-red-midi-calf-length-dress/p/itm1f0d412cb6e15
"Women A-line White, Black Ankle Length Dress",Leetos,A-line,1400,310,3.8,31,https://www.flipkart.com/leetos-women-a-line-white-black-ankle-length-dress/p/itm5ef1bf52dffeb
Women Fit and Flare Multicolor Knee Length Dress,Tokyo Talkies,Fit and Flare,1599,406,4,503,https://www.flipkart.com/tokyo-talkies-women-fit-flare-multicolor-knee-length-dress/p/itmfbjymzjm9nptv
Women A-line Dark Green Maxi/Full Length Dress,Glolick,Maxi,2199,358,3.8,11,https://www.flipkart.com/zopdi-women-fit-flare-dark-green-maxi-full-length-dress/p/itm634eb57f6a121
Women Fit and Flare Maroon Midi/Calf Length Dress,Asifarheen,Midi,1999,361,4.1,124,https://www.flipkart.com/asifarheen-women-fit-flare-maroon-midi-calf-length-dress/p/itm80ddd984f7a95
Women A-line Dark Blue Maxi/Full Length Dress,Dressberry,Maxi,3998,932,3.7,2,https://www.flipkart.com/dressberry-women-a-line-dark-blue-maxi-full-length-dress/p/itm262ee37c150f9
Women Skater Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,999,449,4.1,34,https://www.flipkart.com/tokyo-talkies-women-skater-multicolor-above-knee-mid-thigh-length-dress/p/itm225426755b314
Women Layered White Midi/Calf Length Dress,Slenor,Midi,2499,717,4.1,152,https://www.flipkart.com/slenor-women-layered-white-midi-calf-length-dress/p/itm91456c4921a2f
Women Fit and Flare Dark Green Maxi/Full Length Dress,Kair,Maxi,999,325,3.9,31,https://www.flipkart.com/kaircollection-women-fit-flare-dark-green-maxi-full-length-dress/p/itm65ed67cec2ccb
Women A-line Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,A-line,1799,453,4.1,7,https://www.flipkart.com/tokyo-talkies-women-a-line-multicolor-above-knee-mid-thigh-length-dress/p/itmdd6196b934d8d
Women Skater Purple Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1249,360,4,46,https://www.flipkart.com/tokyo-talkies-women-skater-purple-above-knee-mid-thigh-length-dress/p/itmc07bde9bfee76
Women Bodycon Blue Midi/Calf Length Dress,London Belly,Midi,1999,392,4.2,880,https://www.flipkart.com/london-belly-women-bodycon-blue-midi-calf-length-dress/p/itm7b44ad4a251e4
Women Fit and Flare Dark Green Maxi/Full Length Dress,Street,Maxi,4599,1288,3.9,6,https://www.flipkart.com/street9-women-fit-flare-dark-green-maxi-full-length-dress/p/itma3c0dccc91eec
Women Fit and Flare Blue Maxi/Full Length Dress,Henal,Maxi,2999,730,3.9,53,https://www.flipkart.com/henal-women-fit-flare-blue-maxi-full-length-dress/p/itme72ee5ad45070
"Women Bodycon White, Black Below Knee Dress",Yovina,Bodycon,2999,467,0,0,https://www.flipkart.com/bhartitrend-women-bodycon-multicolor-below-knee-dress/p/itm7a61dba8a02a0
Women Fit and Flare Light Green Below Knee Dress,Mialo Fashion,Fit and Flare,1899,448,4.1,3,https://www.flipkart.com/mialo-fashion-women-fit-flare-light-green-below-knee-dress/p/itm3bd35263e6503
Women A-line Pink Maxi/Full Length Dress,Glolick,Maxi,2199,428,3.7,39,https://www.flipkart.com/ozex-women-a-line-multicolor-maxi-full-length-dress/p/itmd82a4737641cc
Women Fit and Flare Black Above Knee/Mid Thigh Length Dress,Krulrin,Fit and Flare,999,364,4,15,https://www.flipkart.com/krulrin-women-fit-flare-black-above-knee-mid-thigh-length-dress/p/itma2e223e894807
Women A-line Black Midi/Calf Length Dress,Tokyo Talkies,Midi,1599,397,4.3,239,https://www.flipkart.com/tokyo-talkies-women-a-line-black-midi-calf-length-dress/p/itme05dc98d4266a
Women Fit and Flare Dark Blue Knee Length Dress,Style stone,Fit and Flare,1999,948,4.4,25,https://www.flipkart.com/stylestone-women-fit-flare-dark-blue-knee-length-dress/p/itm4d03fe30a0d00
Women Pleated Pink Midi/Calf Length Dress,Glomee,Midi,2199,423,3.9,24,https://www.flipkart.com/glomee-women-pleated-pink-midi-calf-length-dress/p/itm093280f40b15f
"Women Fit and Flare Black, Brown Maxi/Full Length Dress",Sheetal,Maxi,1349,415,4.2,29,https://www.flipkart.com/sheetal-associates-women-fit-flare-black-brown-maxi-full-length-dress/p/itm88644cfc20d86
Women Maxi Blue Full Length Dress,Emeros,Maxi,2199,348,3.7,250,https://www.flipkart.com/emeros-women-maxi-blue-full-length-dress/p/itmc0b79bcb3695a
Women Pleated Pink Midi/Calf Length Dress,Deklook,Midi,1999,333,3.9,100,https://www.flipkart.com/deklook-women-pleated-pink-midi-calf-length-dress/p/itm2fbc05d93d22e
Women A-line Multicolor Midi/Calf Length Dress,Fashion wear,Midi,2499,495,3.7,326,https://www.flipkart.com/fashion2wear-women-a-line-multicolor-midi-calf-length-dress/p/itmf7eb53b161b62
Women Bodycon Maroon Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1849,481,4.2,10,https://www.flipkart.com/tokyo-talkies-women-bodycon-maroon-above-knee-mid-thigh-length-dress/p/itm64b59e8f7b46f
Women Fit and Flare Green Midi/Calf Length Dress,Rare,Midi,2399,626,4.1,1220,https://www.flipkart.com/rare-women-fit-flare-green-midi-calf-length-dress/p/itmf7qdvqzgjvd2y
Women Fit and Flare Blue Ankle Length Dress,Simran,Fit and Flare,999,416,3.7,0,https://www.flipkart.com/jkp-collections-women-fit-flare-blue-ankle-length-dress/p/itmeec5d16186d91
Women Bodycon Blue Knee Length Dress,Selvia,Bodycon,2263,309,4.1,76,https://www.flipkart.com/selvia-women-bodycon-blue-knee-length-dress/p/itm78a139feab7c4
Women Balloon/Bubble Black Above Knee/Mid Thigh Length Dress,Rebikatrendz,Unknown,2999,439,4,303,https://www.flipkart.com/rebikatrendz-women-balloon-bubble-black-above-knee-mid-thigh-length-dress/p/itmd3bcc6884c0f5
Women Bodycon Maroon Below Knee Dress,Vaararo,Bodycon,1899,730,4.3,539,https://www.flipkart.com/infitrob-women-bodycon-maroon-below-knee-dress/p/itm304d7b1e018e8
Women A-line Yellow Maxi/Full Length Dress,Sifoz,Maxi,1999,376,3.9,92,https://www.flipkart.com/sifoz-women-a-line-yellow-maxi-full-length-dress/p/itmfe4369a83bc39
Women Ethnic Dress Purple Midi/Calf Length Dress,Nayo,Midi,1999,929,3.8,8,https://www.flipkart.com/nayo-women-ethnic-dress-purple-midi-calf-length/p/itm566ceaadca90d
Women Fit and Flare Gold Midi/Calf Length Dress,Pristyle,Midi,2999,423,3.8,18,https://www.flipkart.com/pristyle-women-fit-flare-gold-midi-calf-length-dress/p/itmcb2bce1f7e547
"Women Fit and Flare Maroon, Pink, White Maxi/Full Length Dress",Divena,Maxi,3799,1438,4.5,0,https://www.flipkart.com/divena-women-fit-flare-maroon-pink-white-maxi-full-length-dress/p/itm7f74b67a82fc0
Women Fit and Flare Black Knee Length Dress,Polka Fashion,Fit and Flare,2399,974,5,0,https://www.flipkart.com/polka-fashion-women-fit-flare-black-knee-length-dress/p/itm9f873e704d245
Women Gown Brown Maxi/Full Length Dress,Mialo Fashion,Maxi,2900,411,3.7,317,https://www.flipkart.com/mialo-fashion-women-gown-brown-maxi-full-length-dress/p/itmafc5bc0b11dff
Women Tiered Yellow Maxi/Full Length Dress,Sassafras,Maxi,2499,849,4.2,190,https://www.flipkart.com/sassafras-women-tiered-yellow-maxi-full-length-dress/p/itm762510d4e49c9
Women Wrap Dark Blue Knee Length Dress,Life With Pockets,Unknown,2445,799,4.1,0,https://www.flipkart.com/life-pockets-women-wrap-dark-blue-knee-length-dress/p/itm6cbc783861cee
Women Maxi Black Full Length Dress,Sassafras,Maxi,2299,804,4.1,452,https://www.flipkart.com/sassafras-women-maxi-black-full-length-dress/p/itmcf8c4c8fe38d3
Women Fit and Flare Yellow Midi/Calf Length Dress,Bhli,Midi,1699,483,3.9,55,https://www.flipkart.com/bhagli-women-fit-flare-yellow-midi-calf-length-dress/p/itm41c13637314ee
Women Gown Dark Blue Ankle Length Dress,Pristyle,Gown,2999,398,3.9,69,https://www.flipkart.com/pristyle-women-gown-dark-blue-ankle-length-dress/p/itm6e90d498f2c44
Women Two Piece Dress Green Maxi/Full Length Dress,Kotty,Maxi,2999,498,3.9,27,https://www.flipkart.com/kotty-women-two-piece-dress-green-maxi-full-length/p/itmf6715a1a795a2
Women Asymmetric Black Midi/Calf Length Dress,Selvia,Midi,2430,659,4.5,0,https://www.flipkart.com/selvia-women-asymmetric-black-midi-calf-length-dress/p/itmbf59c0d1e3d79
Women A-line Green Maxi/Full Length Dress,Purvaja,Maxi,2499,436,4.2,161,https://www.flipkart.com/purvaja-women-a-line-green-maxi-full-length-dress/p/itm1b15431e5efea
"Women Fit and Flare Pink, Grey, Red Maxi/Full Length Dress",Fashion wear,Maxi,999,460,3.8,934,https://www.flipkart.com/fashion2wear-women-fit-flare-pink-grey-red-maxi-full-length-dress/p/itm89c2e2f57755e
Women A-line Black Midi/Calf Length Dress,Sassafras,Midi,2399,863,4.2,807,https://www.flipkart.com/sassafras-women-a-line-black-midi-calf-length-dress/p/itme02a98ade5f57
Women Maxi Grey Full Length Dress,Aayu,Maxi,899,426,4.2,499,https://www.flipkart.com/aayu-women-maxi-grey-full-length-dress/p/itmf3vcrv4ysmstt
Women Fit and Flare Multicolor Below Knee Dress,Instafab Plus,Fit and Flare,2499,944,3.4,0,https://www.flipkart.com/instafab-plus-women-fit-flare-multicolor-below-knee-dress/p/itm6e13f5cf693a0
Women Ruffled Purple Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1749,400,3.8,6,https://www.flipkart.com/tokyo-talkies-women-ruffled-purple-above-knee-mid-thigh-length-dress/p/itm96edba9bbb5c4
Women Fit and Flare Dark Green Midi/Calf Length Dress,Sheladiya,Midi,2599,386,4.1,1127,https://www.flipkart.com/sheladiya-women-fit-flare-dark-green-midi-calf-length-dress/p/itm62d84ebc58490
Women T Shirt Black Above Knee/Mid Thigh Length Dress,Ng,Unknown,999,245,3.8,73,https://www.flipkart.com/pg-fashion-women-t-shirt-black-knee-length-dress/p/itm72da1f6f76968
Women Maxi Blue Full Length Dress,Rare,Maxi,2099,693,4.2,130,https://www.flipkart.com/rare-women-maxi-blue-full-length-dress/p/itmf3vd5bjcjc2bq
Women Fit and Flare Multicolor Midi/Calf Length Dress,Fashion Unstoppable,Midi,1999,436,4.1,224,https://www.flipkart.com/fashion-unstoppable-women-fit-flare-multicolor-midi-calf-length-dress/p/itm153c40b77e13a
Women Fit and Flare Red Maxi/Full Length Dress,Harpa,Maxi,2099,843,4,137,https://www.flipkart.com/harpa-women-fit-flare-red-maxi-full-length-dress/p/itm2c27609cf7461
Women Fit and Flare Black Maxi/Full Length Dress,Aashley,Maxi,1699,414,3.8,42,https://www.flipkart.com/aashley-women-fit-flare-black-maxi-full-length-dress/p/itm2c497fb1d5fd9
Women A-line Beige Knee Length Dress,French Nnection,A-line,3299,791,4,0,https://www.flipkart.com/french-connection-women-a-line-beige-knee-length-dress/p/itmd0347862a0f1d
Women Skater White Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1849,412,3.7,5,https://www.flipkart.com/tokyo-talkies-women-skater-white-above-knee-mid-thigh-length-dress/p/itmb3701a78aa1f4
Women Gown Multicolor Below Knee Dress,Handsome King,Gown,1150,433,4,402,https://www.flipkart.com/handsome-king-women-gown-multicolor-below-knee-dress/p/itmc56e3b4cafbfb
Women Fit and Flare Red Midi/Calf Length Dress,Vymo,Midi,2599,654,4.2,207,https://www.flipkart.com/vymo-women-fit-flare-red-midi-calf-length-dress/p/itmdf40879d3e20e
Women Maxi Light Green Midi/Calf Length Dress,Uptownie Lite,Maxi,2499,590,4.1,510,https://www.flipkart.com/uptownie-lite-women-maxi-light-green-midi-calf-length-dress/p/itm39f347e2d6673
Women Fit and Flare Pink Midi/Calf Length Dress,S P Stour,Midi,1499,400,3.6,93,https://www.flipkart.com/s-p-stour-women-fit-flare-pink-midi-calf-length-dress/p/itmc3692c02a1972
Women Skater Pink Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1949,669,4,2,https://www.flipkart.com/tokyo-talkies-women-skater-pink-above-knee-mid-thigh-length-dress/p/itm61314c03d25a4
Women Bodycon Black Midi/Calf Length Dress,Purvaja,Midi,1999,355,4.1,202,https://www.flipkart.com/purvaja-women-bodycon-black-midi-calf-length-dress/p/itmcccbd5832ce69
Women Fit and Flare Dark Blue Midi/Calf Length Dress,Sheladiya,Midi,2599,386,4.1,1127,https://www.flipkart.com/sheladiya-women-fit-flare-dark-blue-midi-calf-length-dress/p/itm6d8f740dbc619
Women A-line Green Below Knee Dress,Aayu,A-line,1299,489,4,372,https://www.flipkart.com/aayu-women-a-line-green-below-knee-dress/p/itm6229d558458b2
"Women Ethnic Dress Pink, Yellow, White Maxi/Full Length Dress",Bhawana print,Maxi,1299,292,4.2,98,https://www.flipkart.com/bhawanaprint-women-ethnic-dress-pink-yellow-white-maxi-full-length/p/itm23d756eb87c85
"Women Fit and Flare Pink, White Midi/Calf Length Dress",Fashion wear,Midi,1499,460,4,314,https://www.flipkart.com/fashion2wear-women-fit-flare-pink-white-midi-calf-length-dress/p/itm1dbb4347b1082
Women A-line Multicolor Midi/Calf Length Dress,Dviera Trendz,Midi,1899,375,4.1,740,https://www.flipkart.com/dviera-trendz-women-a-line-multicolor-midi-calf-length-dress/p/itmb19eb6bb91091
Women Pleated Purple Midi/Calf Length Dress,Starword,Midi,1599,313,3.9,164,https://www.flipkart.com/starword-women-pleated-purple-midi-calf-length-dress/p/itm88d1552008d5c
Women A-line Black Maxi/Full Length Dress,Athena,Maxi,3995,1478,4,18,https://www.flipkart.com/athena-women-a-line-black-maxi-full-length-dress/p/itm2dd04147e3754
Women Bodycon Brown Knee Length Dress,Dwarros,Bodycon,2499,689,0,0,https://www.flipkart.com/aa-ha-women-bodycon-brown-knee-length-dress/p/itm48511450c4a2e
Women Fit and Flare Multicolor Midi/Calf Length Dress,Tton Mulmul,Midi,1999,439,4,45,https://www.flipkart.com/cotton-mulmul-store-women-fit-flare-multicolor-midi-calf-length-dress/p/itm62b79c86c6b82
Women A-line Yellow Midi/Calf Length Dress,Harpa,Midi,1999,847,4,400,https://www.flipkart.com/harpa-women-a-line-yellow-midi-calf-length-dress/p/itmf48689097e849
Women Fit and Flare Multicolor Below Knee Dress,Maruti Nandan Impex,Fit and Flare,1999,495,0,0,https://www.flipkart.com/ryker-enterprise-women-a-line-maroon-midi-calf-length-dress/p/itmdebf6030d4b1f
Women Bodycon Purple Midi/Calf Length Dress,Rosery Paris,Midi,2499,347,4,446,https://www.flipkart.com/rosery-paris-women-bodycon-purple-midi-calf-length-dress/p/itmd9732da4d9b19
"Women A-line Dark Blue, Light Blue Midi/Calf Length Dress",Fashion wear,Midi,999,460,3.9,2471,https://www.flipkart.com/fashion2wear-women-a-line-dark-blue-light-blue-midi-calf-length-dress/p/itm273f4297b86f2
Women Fit and Flare Maroon Midi/Calf Length Dress,Aayu,Midi,2599,494,4.1,308,https://www.flipkart.com/aayu-women-fit-flare-maroon-midi-calf-length-dress/p/itmb6c5257d6e499
Women Maxi Blue Full Length Dress,Plus,Maxi,4199,840,4.5,1,https://www.flipkart.com/pluss-women-maxi-blue-full-length-dress/p/itm89a80f95d7392
Women Shirt Red Mini/Short Dress,Sztori,Unknown,2599,623,3.8,1,https://www.flipkart.com/sztori-women-shirt-red-mini-short-dress/p/itm8591b79e4e402
Women Skater Orange Midi/Calf Length Dress,Tokyo Talkies,Midi,1399,436,4,10,https://www.flipkart.com/tokyo-talkies-women-skater-orange-midi-calf-length-dress/p/itmcdc5fe96060ef
Women A-line Blue Midi/Calf Length Dress,Slenor,Midi,2499,670,4.4,113,https://www.flipkart.com/slenor-women-a-line-blue-midi-calf-length-dress/p/itm9fc2c57c3097a
Women Bodycon Black Below Knee Dress,Selvia,Bodycon,1830,348,3.8,8,https://www.flipkart.com/selvia-women-bodycon-black-below-knee-dress/p/itm14096b8bd5c4a
Women A-line Black Below Knee Dress,Aayu,A-line,1299,489,4,372,https://www.flipkart.com/aayu-women-a-line-black-below-knee-dress/p/itm5e3a116dbb5b5
Women Bodycon Black Above Knee/Mid Thigh Length Dress,Globus,Bodycon,1299,776,4.2,1,https://www.flipkart.com/globus-women-bodycon-black-above-knee-mid-thigh-length-dress/p/itmdacd9bb2d234b
Women A-line Beige Midi/Calf Length Dress,Get Glamr,Midi,2499,1249,4.1,6,https://www.flipkart.com/get-glamr-women-a-line-beige-midi-calf-length-dress/p/itm6a0923a728aa6
Women Maxi Yellow Full Length Dress,Miss Chase,Maxi,5700,1299,3.6,0,https://www.flipkart.com/miss-chase-women-maxi-yellow-full-length-dress/p/itm743fe94a8f2d5
Women Fit and Flare Multicolor Maxi/Full Length Dress,Jwf,Maxi,1299,342,4,7,https://www.flipkart.com/jwf-women-fit-flare-multicolor-maxi-full-length-dress/p/itmf43365f55bf8d
Women Fit and Flare Pink Midi/Calf Length Dress,Sn Studio,Midi,1999,426,4,58,https://www.flipkart.com/sn-studio-women-fit-flare-pink-midi-calf-length-dress/p/itm6e6bfe719f2f6
Women Layered Pink Midi/Calf Length Dress,Handsome King,Midi,1299,394,3.8,165,https://www.flipkart.com/handsome-king-women-layered-pink-midi-calf-length-dress/p/itm2c9d71abf11fb
Women A-line Multicolor Midi/Calf Length Dress,Aarikaari,Midi,1599,664,4.1,2,https://www.flipkart.com/aarikaari-women-a-line-multicolor-midi-calf-length-dress/p/itmb532935297163
Women Fit and Flare Purple Below Knee Dress,Manojava,Fit and Flare,1899,473,4,279,https://www.flipkart.com/manojava-women-fit-flare-purple-below-knee-dress/p/itm8f79f20c5f85d
Women Fit and Flare Multicolor Above Knee/Mid Thigh Length Dress,Kalaliya,Fit and Flare,1999,455,3.9,67,https://www.flipkart.com/kalaliya-women-fit-flare-multicolor-above-knee-mid-thigh-length-dress/p/itm136dbc89de9ec
Women Gown Red Midi/Calf Length Dress,Runicha,Midi,1699,483,4.2,0,https://www.flipkart.com/runicha-women-gown-red-midi-calf-length-dress/p/itmdaabf3c332e0a
Women Wrap Black Midi/Calf Length Dress,Sassafras,Midi,2399,815,3.9,8,https://www.flipkart.com/sassafras-curve-women-wrap-black-midi-calf-length-dress/p/itmaf543af535c20
Women Tiered Yellow Midi/Calf Length Dress,Janasya,Midi,3249,999,4.3,2,https://www.flipkart.com/janasya-women-tiered-yellow-midi-calf-length-dress/p/itm0811276f65cd4
Women A-line White Midi/Calf Length Dress,Vishudh,Midi,2599,658,4.5,0,https://www.flipkart.com/vishudh-women-a-line-white-midi-calf-length-dress/p/itmc834f9af3f4c0
Women Bodycon Brown Above Knee/Mid Thigh Length Dress,Aayu,Bodycon,1499,464,4.1,1570,https://www.flipkart.com/aayu-women-bodycon-brown-above-knee-mid-thigh-length-dress/p/itmf666619ee49eb
Women Bodycon Pink Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1899,689,3.9,2,https://www.flipkart.com/tokyo-talkies-women-bodycon-pink-above-knee-mid-thigh-length-dress/p/itmf486d8c98e7d3
Women Bodycon Black Mini/Short Dress,As fashion,Bodycon,1999,285,3.9,108,https://www.flipkart.com/s-fashion-women-bodycon-black-mini-short-dress/p/itm9e39ce245f71f
Women Fit and Flare White Midi/Calf Length Dress,Asifarheen,Midi,1999,364,4.1,124,https://www.flipkart.com/asifarheen-women-fit-flare-white-midi-calf-length-dress/p/itm099424cf67fd3
Women Bodycon Black Knee Length Dress,Kotty,Bodycon,1999,495,4.2,16,https://www.flipkart.com/kotty-women-bodycon-black-knee-length-dress/p/itm5814324dddbbf
"Women Fit and Flare Brown, Black Below Knee Dress",Sheetal,Fit and Flare,1349,351,4.2,204,https://www.flipkart.com/sheetal-associates-women-fit-flare-brown-black-below-knee-dress/p/itm95a3f9a112dc7
Women Skater Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,949,361,4,144,https://www.flipkart.com/tokyo-talkies-women-skater-multicolor-above-knee-mid-thigh-length-dress/p/itmfe7bb2f9ac749
"Women Fit and Flare Black, Pink, Green Above Knee/Mid Thigh Length Dress",Apnisha,Fit and Flare,1999,450,4,243,https://www.flipkart.com/apnisha-women-fit-flare-black-pink-green-above-knee-mid-thigh-length-dress/p/itmbc46dcf255a1f
Women Fit and Flare Multicolor Midi/Calf Length Dress,Sv Suveena,Midi,2499,479,3.9,159,https://www.flipkart.com/sv-suveena-women-fit-flare-multicolor-midi-calf-length-dress/p/itm62549a515a144
Women Maxi Multicolor Full Length Dress,Style stone,Maxi,1799,854,4.1,172,https://www.flipkart.com/stylestone-women-maxi-multicolor-full-length-dress/p/itmfghuewhsgynyy
Women Shirt Yellow Below Knee Dress,Fancify,Unknown,1299,392,4,422,https://www.flipkart.com/fancify-women-shirt-yellow-below-knee-dress/p/itmb8a49bfd08432
Women Gown Grey Ankle Length Dress,Satveer Fashion,Gown,1599,355,3.8,76,https://www.flipkart.com/satveer-fashion-women-gown-grey-ankle-length-dress/p/itm02c7bfc52571d
Women A-line White Above Knee/Mid Thigh Length Dress,Aahwan,A-line,1999,478,3.9,29,https://www.flipkart.com/aahwan-women-a-line-white-above-knee-mid-thigh-length-dress/p/itmb765875f0102f
Women A-line Green Midi/Calf Length Dress,Purple Flaunt,Midi,1299,999,4.2,88,https://www.flipkart.com/purple-flaunt-women-a-line-green-midi-calf-length-dress/p/itm795ec08007fc3
Women Fit and Flare Purple Midi/Calf Length Dress,Assamica,Midi,1599,403,3.7,16,https://www.flipkart.com/assamica-women-fit-flare-purple-midi-calf-length-dress/p/itmde77c44724904
Women Gown Pink Knee Length Dress,Tokyo Talkies,Gown,1749,544,3.8,81,https://www.flipkart.com/tokyo-talkies-women-gown-pink-knee-length-dress/p/itm470d987f7aeaa
"Women A-line Black, Grey Midi/Calf Length Dress",Fashion wear,Midi,999,480,3.9,91,https://www.flipkart.com/fashion2wear-women-a-line-black-grey-midi-calf-length-dress/p/itmedeff8e0948f0
Women A-line Dark Green Below Knee Dress,Tokyo Talkies,A-line,1399,410,4.3,162,https://www.flipkart.com/tokyo-talkies-women-a-line-dark-green-below-knee-dress/p/itmce955b8694198
Women Fit and Flare Pink Below Knee Dress,Janasya,Fit and Flare,2889,399,4.2,0,https://www.flipkart.com/janasya-women-fit-flare-pink-below-knee-dress/p/itmb845815534d72
"Women Blouson White, Light Green Knee Length Dress",Tokyo Talkies,Unknown,3399,959,4,10,https://www.flipkart.com/tokyo-talkies-women-blouson-white-light-green-knee-length-dress/p/itm24738f3b45e6c
Women Sweater Multicolor Knee Length Dress,The Dry State,Unknown,4999,709,4.1,8,https://www.flipkart.com/dry-state-women-sweater-multicolor-knee-length-dress/p/itmddfd73121e705
Women A-line Green Midi/Calf Length Dress,Janasya,Midi,2599,749,4.2,73,https://www.flipkart.com/janasya-women-a-line-green-midi-calf-length-dress/p/itmf43ad6985289d
Women A-line Black Below Knee Dress,Tokyo Talkies,A-line,999,361,4.2,101,https://www.flipkart.com/tokyo-talkies-women-a-line-black-below-knee-dress/p/itm7c1a70b2c6594
Women Maxi Blue Midi/Calf Length Dress,Nayo,Maxi,1999,799,3.9,31,https://www.flipkart.com/nayo-women-maxi-blue-midi-calf-length-dress/p/itm4c14c5a9efa61
Women A-line Pink Below Knee Dress,Aayu,A-line,1299,489,4,372,https://www.flipkart.com/aayu-women-a-line-pink-below-knee-dress/p/itmf96bf78e3d5f2
Women Skater Purple Knee Length Dress,Tokyo Talkies,Unknown,999,419,4.2,74,https://www.flipkart.com/tokyo-talkies-women-skater-purple-knee-length-dress/p/itm44278f9fd2cd7
Women Skater Black Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1099,361,4.4,69,https://www.flipkart.com/tokyo-talkies-women-skater-black-above-knee-mid-thigh-length-dress/p/itmf6f895a215651
Women Empire Waist White Midi/Calf Length Dress,Leriya Fashion,Midi,2299,599,4,253,https://www.flipkart.com/leriya-fashion-women-empire-waist-white-midi-calf-length-dress/p/itmabd73bd340079
